,ASSAULT,AUTOTHEFT,BIKETHEFT,BREAKENTER,ROBBERY,THEFTFROMMV,THEFTOVER
low_income_percent,0.04084195378800248,-0.12866153580501746,0.3055018677820339,0.21472407805805005,0.11515910947534863,-0.10150823836995757,0.08150754103735033
total_population,-0.10156807398205503,0.0025726542436184108,0.034189794874145085,-0.17881841181493568,-0.14467126904483085,0.18193768838391805,-0.05130581081137686
