Year, Crime_Type , Predictor         , Coefficient          , Intercept          , R_squared            , Adjusted_R_squared   , MSE                , RMSE              , MAE                , Shapiro_p_value       , BP_p_value            , Durbin_Watson     , F_statistic         , F_p_value             , AIC               , BIC
2021, AUTOTHEFT  , low_income_percent, -0.9169175555060689  , 53.90496774193023  , 0.008152221486830147 , 0.0016269071545066405, 2112.6297458818913 , 45.96335220457589 , 24.49297493167178  , 3.3211087792579405e-20, 0.32649017143476433   , 1.067168142392094 ,  1.2493224190669132 , 0.2654454467304235    , 1620.009139656234 , 1626.0830448610614
2021, AUTOTHEFT  , total_population  , 0.0033338873645559993, -16.134240898439465, 0.1991318451012648   , 0.19386297566114152  , 1705.8443071828171 , 41.301868083451346, 21.30781846837736  , 1.6860857875529506e-19, 0.004746645092334555  , 1.1641170990221337, 37.79403672158677   , 6.6173009030098585e-09, 1587.072649371613 , 1593.1465545764402
2021, BIKETHEFT  , low_income_percent, 2.367568706875355    , -10.622977138553281, 0.13092980958521327  , 0.12521224254301067  ,  768.4493712927767 , 27.72091938036646 , 18.17068219099151  , 2.2044085283732284e-14, 2.1993197011982074e-05, 1.1312527436928046, 22.899567004425677  , 4.0077416521468455e-06, 1464.266769086128 , 1470.3406742909553
2021, BIKETHEFT  , total_population  , 0.0008858741335589375, 4.4475605142599175 , 0.03386888294451773  , 0.027512757174415814 ,  854.2725980893815 , 29.227942077563064, 18.50494630546182  , 3.365381335063662e-17 , 0.13543369217106446   , 0.8284214534937034,  5.32854197187716   , 0.02232701312181585   , 1480.5716212591599, 1486.6455264639872
2021, BREAKENTER , low_income_percent, 2.1164536612458016   , 8.583613294164543  , 0.09574149306522628  , 0.08979242394065534  ,  873.7832108313498 , 29.55982426929074 , 20.1962900012888   , 2.897822504539423e-13 , 0.002857772220185886  , 1.7713693282024583, 16.093525064248126  , 9.430324126472546e-05 , 1484.0492427906086, 1490.1231479954358
2021, BREAKENTER , total_population  , 0.0022010373667542033, -2.5486391722113524, 0.19132026580933204  , 0.18600000440018294  ,  781.4256313392182 , 27.953991331100074, 18.980488266915703 , 2.3466623354705158e-12, 0.0006733623612531546 , 1.4421985511705397, 35.960688976733955  , 1.4100597344650007e-08, 1466.845545747524 , 1472.9194509523513
2021, ROBBERY    , low_income_percent, 1.4378035358891699   , -4.370473660326281 , 0.2138976193784511   , 0.20872589319015145  ,  156.91556147599903, 12.52659416904687 ,  8.222844381618737 , 1.96189779736452e-13  , 0.0003413884500015269 , 1.9177558110299646, 41.35903788997295   , 1.5552417407530586e-09, 1219.6120749209786, 1225.6859801258058
2021, ROBBERY    , total_population  , 0.0009656408973453408, -2.6854864878002633, 0.1782631741527363   , 0.17285701082479377  ,  164.02862857555118, 12.807366184175073,  8.040524064693594 , 3.811668579433295e-15 , 0.19866908208710385   , 1.617095299000287 , 32.97406373783745   , 4.923856164357536e-08 , 1226.439378696537 , 1232.5132839013643
2021, THEFTFROMMV, low_income_percent, 1.3117172458076891   , 34.08055105797147  , 0.02119016936767415  , 0.014750631008250914 , 1641.489509602375  , 40.51529969779781 , 24.740504700319693 , 9.743041402571858e-17 , 0.5805508015028095    , 1.4392402632319454,  3.290634853764936  , 0.0716482823845584    , 1581.1504075391438, 1587.224312743971
2021, THEFTFROMMV, total_population  , 0.0037745781437944965, -14.90695306913591 , 0.3242009548958472   , 0.3197549085464777   , 1133.332551861615  , 33.6650048546204  , 21.362647495472544 , 2.4424168468144783e-14, 0.00041557563633623024, 1.641743069016737 , 72.91893278211725   , 1.3041818167182275e-14, 1524.1023990169526, 1530.17630422178
2021, THEFTOVER  , low_income_percent, 0.38905225551700207  , 1.6570558418248504 , 0.05336282171299833  , 0.04713494554005759  ,   55.45674890063258,  7.446928823389719,  4.542512049872367 , 1.8338500512351002e-16, 0.8398228077398618    , 1.6486469681532265,  8.568381938107866  , 0.003946349453935599  , 1059.435994576448 , 1065.5098997812752
2021, THEFTOVER  , total_population  , 0.000565175762758859 , -3.19306618928083  , 0.20807190642909412  , 0.20286185318191707  ,   46.39344242953808,  6.811273187116934,  4.256146194511955 , 3.5505607815780374e-14, 0.00026316659300461157, 1.6263528387197381, 39.93661802628116   , 2.761641613904708e-09 , 1031.95541906047  , 1038.0293242652972
