,Correlation with Low Income %
ASSAULT_2016,0.4999697204265703
AUTOTHEFT_2016,0.038371882539372404
BIKETHEFT_2016,0.056340376276358614
BREAKENTER_2016,0.09469714465497979
ROBBERY_2016,0.34733156002886006
THEFTFROMMV_2016,0.24707667371112005
THEFTOVER_2016,0.14949640203072434
