,ASSAULT_2016,AUTOTHEFT_2016,BIKETHEFT_2016,BREAKENTER_2016,ROBBERY_2016,THEFTFROMMV_2016,THEFTOVER_2016
ASSAULT_2016,1.0,0.3996306890372634,0.4098396386447992,0.6322327749003287,0.8407446458684146,0.6533047460400476,0.603228819442708
AUTOTHEFT_2016,0.3996306890372634,1.0,-0.036941108270539896,0.43614979547112076,0.48801280375504225,0.396502668233102,0.6723580802252377
BIKETHEFT_2016,0.4098396386447992,-0.036941108270539896,1.0,0.5380773841096046,0.3207081452582109,0.5594444017493305,0.3124750755529373
BREAKENTER_2016,0.6322327749003287,0.43614979547112076,0.5380773841096046,1.0,0.5840879517363933,0.5900114199673452,0.7259304046170459
ROBBERY_2016,0.8407446458684146,0.48801280375504225,0.3207081452582109,0.5840879517363933,1.0,0.5566674294234251,0.529812078569615
THEFTFROMMV_2016,0.6533047460400476,0.396502668233102,0.5594444017493305,0.5900114199673452,0.5566674294234251,1.0,0.6187569631519967
THEFTOVER_2016,0.603228819442708,0.6723580802252377,0.3124750755529373,0.7259304046170459,0.529812078569615,0.6187569631519967,1.0
