Crime Type,Correlation with Low Income %
ASSAULT,0.5557292621720673
ROBBERY,0.3317228004355626
THEFTFROMMV,0.20614013868803516
THEFTOVER,0.1042299123058817
BIKETHEFT,0.03288837021500999
BREAKENTER,-0.02529023755199214
AUTOTHEFT,-0.015797925205037307
